"","sampling","treatment","date","month","code","species","family","genus_level","species_level","abundance","n_species","total_abundance"
"577","6","p",2023-08-22,"Aug","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",7.5,18,77.75
"578","6","p",2023-08-22,"Aug","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",3,18,77.75
"579","6","p",2023-08-22,"Aug","kisp","Kickxia spuria","Plantaginaceae","Kickxia","spuria",3,18,77.75
"580","6","p",2023-08-22,"Aug","mear","Medicago arabica","Fabaceae","Medicago","arabica",1.5,18,77.75
"581","6","p",2023-08-22,"Aug","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",0.75,18,77.75
"582","6","p",2023-08-22,"Aug","melu","Medicago lupulina","Fabaceae","Medicago","lupulina",2,18,77.75
"583","6","p",2023-08-22,"Aug","ch","Chenopodium sp","Amaranthaceae","Chenopodium",NA,13.75,18,77.75
"584","6","p",2023-08-22,"Aug","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",4.5,18,77.75
"585","6","p",2023-08-22,"Aug","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",3,18,77.75
"586","6","p",2023-08-22,"Aug","he","Helminthotheca sp","Asteraceae ","Helminthotheca",NA,4.5,18,77.75
"587","6","p",2023-08-22,"Aug","mean","Mercurialis annua","Euphorbiaceae","Mercurialis","annua",3.75,18,77.75
"588","6","p",2023-08-22,"Aug","veof","Verbena officinalis","Verbenaceae","Verbena","officinalis",1.5,18,77.75
"589","6","p",2023-08-22,"Aug","lyar","Lysimachia arvensis","Primulaceae","Lysimachia","arvensis",0.75,18,77.75
"590","6","p",2023-08-22,"Aug","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",5,18,77.75
"591","6","w",2023-08-22,"Aug","avst","Avena sterilis","Poaceae","Avena","sterilis",0.5,10,40
"592","6","w",2023-08-22,"Aug","elre","Elymus repens","Poaceae","Elymus","repens",5.25,10,40
"593","6","w",2023-08-22,"Aug","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",4.5,10,40
"594","6","w",2023-08-22,"Aug","trre","Trifolium repens","Fabaceae","Trifolium","repens",1.5,10,40
"595","6","w",2023-08-22,"Aug","rabu","Ranunculus bulbosus","Ranunculaceae","Ranunculus","bulbosus",0.25,10,40
"596","6","w",2023-08-22,"Aug","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",12.25,10,40
"597","6","w",2023-08-22,"Aug","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",5,10,40
"598","6","w",2023-08-22,"Aug","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",6.5,10,40
"599","6","w",2023-08-22,"Aug","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",2,10,40
"600","6","w",2023-08-22,"Aug","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",2.25,10,40
"601","6","wp",2023-08-22,"Aug","trre","Trifolium repens","Fabaceae","Trifolium","repens",0.25,11,39
"602","6","wp",2023-08-22,"Aug","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",4.25,11,39
"603","6","wp",2023-08-22,"Aug","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",10.25,11,39
"604","6","wp",2023-08-22,"Aug","lyar","Lysimachia arvensis","Primulaceae","Lysimachia","arvensis",2,11,39
"605","6","wp",2023-08-22,"Aug","cabu","Capsella bursa-pastoris","Brasicaceae","Capsella","bursa-pastoris",0.25,11,39
"606","6","wp",2023-08-22,"Aug","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",1,11,39
"607","6","wp",2023-08-22,"Aug","elre","Elymus repens","Poaceae","Elymus","repens",13.5,11,39
"608","6","wp",2023-08-22,"Aug","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",1.5,11,39
"609","6","wp",2023-08-22,"Aug","ch","Chenopodium sp","Amaranthaceae","Chenopodium",NA,0.25,11,39
"610","6","wp",2023-08-22,"Aug","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",3.75,11,39
"611","6","wp",2023-08-22,"Aug","mear","Medicago arabica","Fabaceae","Medicago","arabica",2,11,39
"612","7","c",2023-09-04,"Sep","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",11.25,9,50.25
"613","7","c",2023-09-04,"Sep","elre","Elymus repens","Poaceae","Elymus","repens",14,9,50.25
"614","7","c",2023-09-04,"Sep","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",3,9,50.25
"615","7","c",2023-09-04,"Sep","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",10,9,50.25
"616","7","c",2023-09-04,"Sep","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",4.25,9,50.25
"617","7","c",2023-09-04,"Sep","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",4,9,50.25
"618","7","c",2023-09-04,"Sep","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",2,9,50.25
"619","7","c",2023-09-04,"Sep","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",0.75,9,50.25
"620","7","c",2023-09-04,"Sep","trre","Trifolium repens","Fabaceae","Trifolium","repens",1,9,50.25
"621","7","p",2023-09-04,"Sep","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",7.25,15,88
"622","7","p",2023-09-04,"Sep","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",1.5,15,88
"623","7","p",2023-09-04,"Sep","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",2.25,15,88
"624","7","p",2023-09-04,"Sep","ch","Chenopodium sp","Amaranthaceae","Chenopodium",NA,14,15,88
"625","7","p",2023-09-04,"Sep","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",12.75,15,88
"626","7","p",2023-09-04,"Sep","lyar","Lysimachia arvensis","Primulaceae","Lysimachia","arvensis",1.25,15,88
"627","7","p",2023-09-04,"Sep","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",4.25,15,88
"628","7","p",2023-09-04,"Sep","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",6.75,15,88
"629","7","p",2023-09-04,"Sep","mear","Medicago arabica","Fabaceae","Medicago","arabica",4.5,15,88
"630","7","p",2023-09-04,"Sep","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",7.5,15,88
"631","7","p",2023-09-04,"Sep","melu","Medicago lupulina","Fabaceae","Medicago","lupulina",3.25,15,88
"632","7","p",2023-09-04,"Sep","mean","Mercurialis annua","Euphorbiaceae","Mercurialis","annua",4.75,15,88
"633","7","p",2023-09-04,"Sep","elre","Elymus repens","Poaceae","Elymus","repens",15,15,88
"634","7","p",2023-09-04,"Sep","veof","Verbena officinalis","Verbenaceae","Verbena","officinalis",2.25,15,88
"635","7","p",2023-09-04,"Sep","vepe","Veronica persica","Plantaginaceae","Veronica","persica",0.75,15,88
"636","7","w",2023-09-04,"Sep","bepe","Bellis perennis","Asteraceae","Bellis","perennis",0.75,10,42.25
"637","7","w",2023-09-04,"Sep","elre","Elymus repens","Poaceae","Elymus","repens",4.5,10,42.25
"638","7","w",2023-09-04,"Sep","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",3,10,42.25
"639","7","w",2023-09-04,"Sep","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",13.25,10,42.25
"640","7","w",2023-09-04,"Sep","rabu","Ranunculus bulbosus","Ranunculaceae","Ranunculus","bulbosus",0.75,10,42.25
"641","7","w",2023-09-04,"Sep","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",11.75,10,42.25
"642","7","w",2023-09-04,"Sep","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",3.75,10,42.25
"643","7","w",2023-09-04,"Sep","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",1.5,10,42.25
"644","7","w",2023-09-04,"Sep","trre","Trifolium repens","Fabaceae","Trifolium","repens",1.25,10,42.25
"645","7","w",2023-09-04,"Sep","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",1.75,10,42.25
"646","7","wp",2023-09-04,"Sep","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",8.75,10,44.5
"647","7","wp",2023-09-04,"Sep","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",11.25,10,44.5
"648","7","wp",2023-09-04,"Sep","mear","Medicago arabica","Fabaceae","Medicago","arabica",1,10,44.5
"649","7","wp",2023-09-04,"Sep","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",2,10,44.5
"650","7","wp",2023-09-04,"Sep","elre","Elymus repens","Poaceae","Elymus","repens",10.75,10,44.5
"651","7","wp",2023-09-04,"Sep","lyar","Lysimachia arvensis","Primulaceae","Lysimachia","arvensis",2.5,10,44.5
"652","7","wp",2023-09-04,"Sep","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",0.5,10,44.5
"653","7","wp",2023-09-04,"Sep","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",6.25,10,44.5
"654","7","wp",2023-09-04,"Sep","ch","Chenopodium sp","Amaranthaceae","Chenopodium",NA,0.75,10,44.5
"655","7","wp",2023-09-04,"Sep","trre","Trifolium repens","Fabaceae","Trifolium","repens",0.75,10,44.5
"656","8","c",2023-09-18,"Sep","bepe","Bellis perennis","Asteraceae","Bellis","perennis",1.5,12,62.375
"657","8","c",2023-09-18,"Sep","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",0.625,12,62.375
"658","8","c",2023-09-18,"Sep","to","Torilis sp","Apieaceae","Torilis","sp",0.25,12,62.375
"659","8","c",2023-09-18,"Sep","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",1.5,12,62.375
"660","8","c",2023-09-18,"Sep","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",4,12,62.375
"661","8","c",2023-09-18,"Sep","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",2,12,62.375
"662","8","c",2023-09-18,"Sep","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",12.5,12,62.375
"663","8","c",2023-09-18,"Sep","elre","Elymus repens","Poaceae","Elymus","repens",19,12,62.375
"664","8","c",2023-09-18,"Sep","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",12.5,12,62.375
"665","8","c",2023-09-18,"Sep","trre","Trifolium repens","Fabaceae","Trifolium","repens",1.5,12,62.375
"666","8","c",2023-09-18,"Sep","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",1.5,12,62.375
"667","8","c",2023-09-18,"Sep","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",5.5,12,62.375
"668","8","p",2023-09-18,"Sep","to","Torilis sp","Apieaceae","Torilis","sp",0.25,18,86.5
"669","8","p",2023-09-18,"Sep","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",3.75,18,86.5
"670","8","p",2023-09-18,"Sep","elre","Elymus repens","Poaceae","Elymus","repens",16.25,18,86.5
"671","8","p",2023-09-18,"Sep","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",11,18,86.5
"672","8","p",2023-09-18,"Sep","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",1.5,18,86.5
"673","8","p",2023-09-18,"Sep","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",2.5,18,86.5
"674","8","p",2023-09-18,"Sep","mean","Mercurialis annua","Euphorbiaceae","Mercurialis","annua",4.5,18,86.5
"675","8","p",2023-09-18,"Sep","mear","Medicago arabica","Fabaceae","Medicago","arabica",5.5,18,86.5
"676","8","p",2023-09-18,"Sep","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",1.5,18,86.5
"677","8","p",2023-09-18,"Sep","melu","Medicago lupulina","Fabaceae","Medicago","lupulina",2.75,18,86.5
"678","8","p",2023-09-18,"Sep","ch","Chenopodium sp","Amaranthaceae","Chenopodium",NA,13.75,18,86.5
"679","8","p",2023-09-18,"Sep","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",7.5,18,86.5
"680","8","p",2023-09-18,"Sep","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",6.75,18,86.5
"681","8","p",2023-09-18,"Sep","vepe","Veronica persica","Plantaginaceae","Veronica","persica",0.75,18,86.5
"682","8","p",2023-09-18,"Sep","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",2.25,18,86.5
"683","8","p",2023-09-18,"Sep","lyar","Lysimachia arvensis","Primulaceae","Lysimachia","arvensis",2.75,18,86.5
"684","8","p",2023-09-18,"Sep","bepe","Bellis perennis","Asteraceae","Bellis","perennis",0.5,18,86.5
"685","8","p",2023-09-18,"Sep","veof","Verbena officinalis","Verbenaceae","Verbena","officinalis",2.75,18,86.5
"686","8","w",2023-09-18,"Sep","to","Torilis sp","Apieaceae","Torilis","sp",0.25,11,39.25
"687","8","w",2023-09-18,"Sep","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",3,11,39.25
"688","8","w",2023-09-18,"Sep","bepe","Bellis perennis","Asteraceae","Bellis","perennis",1.25,11,39.25
"689","8","w",2023-09-18,"Sep","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",11.25,11,39.25
"690","8","w",2023-09-18,"Sep","elre","Elymus repens","Poaceae","Elymus","repens",11.25,11,39.25
"691","8","w",2023-09-18,"Sep","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",2.5,11,39.25
"692","8","w",2023-09-18,"Sep","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",5.75,11,39.25
"693","8","w",2023-09-18,"Sep","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",0.75,11,39.25
"694","8","w",2023-09-18,"Sep","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",1.25,11,39.25
"695","8","w",2023-09-18,"Sep","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",1.5,11,39.25
"696","8","w",2023-09-18,"Sep","trre","Trifolium repens","Fabaceae","Trifolium","repens",0.5,11,39.25
"697","8","wp",2023-09-18,"Sep","elre","Elymus repens","Poaceae","Elymus","repens",24.25,12,65.375
"698","8","wp",2023-09-18,"Sep","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",0.375,12,65.375
"699","8","wp",2023-09-18,"Sep","lyar","Lysimachia arvensis","Primulaceae","Lysimachia","arvensis",2.5,12,65.375
"700","8","wp",2023-09-18,"Sep","bepe","Bellis perennis","Asteraceae","Bellis","perennis",0.25,12,65.375
"701","8","wp",2023-09-18,"Sep","mear","Medicago arabica","Fabaceae","Medicago","arabica",1.5,12,65.375
"702","8","wp",2023-09-18,"Sep","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",2.25,12,65.375
"703","8","wp",2023-09-18,"Sep","ch","Chenopodium sp","Amaranthaceae","Chenopodium",NA,0.75,12,65.375
"704","8","wp",2023-09-18,"Sep","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",4.75,12,65.375
"705","8","wp",2023-09-18,"Sep","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",13.75,12,65.375
"706","8","wp",2023-09-18,"Sep","melu","Medicago lupulina","Fabaceae","Medicago","lupulina",0.75,12,65.375
"707","8","wp",2023-09-18,"Sep","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",11,12,65.375
"708","8","wp",2023-09-18,"Sep","vepe","Veronica persica","Plantaginaceae","Veronica","persica",3.25,12,65.375
"709","9","c",2023-10-04,"Oct","bepe","Bellis perennis","Asteraceae","Bellis","perennis",1.25,15,72.75
"710","9","c",2023-10-04,"Oct","elre","Elymus repens","Poaceae","Elymus","repens",33.75,15,72.75
"711","9","c",2023-10-04,"Oct","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",1.25,15,72.75
"712","9","c",2023-10-04,"Oct","rabu","Ranunculus bulbosus","Ranunculaceae","Ranunculus","bulbosus",1.25,15,72.75
"713","9","c",2023-10-04,"Oct","trre","Trifolium repens","Fabaceae","Trifolium","repens",0.5,15,72.75
"714","9","c",2023-10-04,"Oct","rucr","Rumex crispus","Polygonaceae","Rumex","crispus",0.25,15,72.75
"715","9","c",2023-10-04,"Oct","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",3,15,72.75
"716","9","c",2023-10-04,"Oct","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",4.5,15,72.75
"717","9","c",2023-10-04,"Oct","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",3.25,15,72.75
"718","9","c",2023-10-04,"Oct","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",3.25,15,72.75
"719","9","c",2023-10-04,"Oct","to","Torilis sp","Apieaceae","Torilis","sp",0.5,15,72.75
"720","9","c",2023-10-04,"Oct","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",11.25,15,72.75
"721","9","c",2023-10-04,"Oct","libi","Linum bienne","Linaceae","Linum","bienne",0.25,15,72.75
"722","9","c",2023-10-04,"Oct","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",0.25,15,72.75
"723","9","c",2023-10-04,"Oct","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",8.25,15,72.75
"724","9","p",2023-10-04,"Oct","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",2.75,18,75.75
"725","9","p",2023-10-04,"Oct","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",1.25,18,75.75
"726","9","p",2023-10-04,"Oct","elre","Elymus repens","Poaceae","Elymus","repens",12.5,18,75.75
"727","9","p",2023-10-04,"Oct","mean","Mercurialis annua","Euphorbiaceae","Mercurialis","annua",3.5,18,75.75
"728","9","p",2023-10-04,"Oct","ch","Chenopodium sp","Amaranthaceae","Chenopodium",NA,8.5,18,75.75
"729","9","p",2023-10-04,"Oct","melu","Medicago lupulina","Fabaceae","Medicago","lupulina",1.25,18,75.75
"730","9","p",2023-10-04,"Oct","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",3.25,18,75.75
"731","9","p",2023-10-04,"Oct","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",5,18,75.75
"732","9","p",2023-10-04,"Oct","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",5,18,75.75
"733","9","p",2023-10-04,"Oct","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",11,18,75.75
"734","9","p",2023-10-04,"Oct","to","Torilis sp","Apieaceae","Torilis","sp",0.75,18,75.75
"735","9","p",2023-10-04,"Oct","mear","Medicago arabica","Fabaceae","Medicago","arabica",4,18,75.75
"736","9","p",2023-10-04,"Oct","bepe","Bellis perennis","Asteraceae","Bellis","perennis",1.25,18,75.75
"737","9","p",2023-10-04,"Oct","vepe","Veronica persica","Plantaginaceae","Veronica","persica",1,18,75.75
"738","9","p",2023-10-04,"Oct","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",2,18,75.75
"739","9","p",2023-10-04,"Oct","veof","Verbena officinalis","Verbenaceae","Verbena","officinalis",2.25,18,75.75
"740","9","p",2023-10-04,"Oct","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",8.25,18,75.75
"741","9","p",2023-10-04,"Oct","lyar","Lysimachia arvensis","Primulaceae","Lysimachia","arvensis",2.25,18,75.75
"742","9","w",2023-10-04,"Oct","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",2,14,56.45
"743","9","w",2023-10-04,"Oct","to","Torilis sp","Apieaceae","Torilis","sp",1.25,14,56.45
"744","9","w",2023-10-04,"Oct","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",0.5,14,56.45
"745","9","w",2023-10-04,"Oct","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",2,14,56.45
"746","9","w",2023-10-04,"Oct","elre","Elymus repens","Poaceae","Elymus","repens",22.5,14,56.45
"747","9","w",2023-10-04,"Oct","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",0.75,14,56.45
"748","9","w",2023-10-04,"Oct","visa","Vicia sativa","Fabaceae","Vicia","sativa",0.25,14,56.45
"749","9","w",2023-10-04,"Oct","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",9.25,14,56.45
"750","9","w",2023-10-04,"Oct","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",11.5,14,56.45
"751","9","w",2023-10-04,"Oct","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",1.5,14,56.45
"752","9","w",2023-10-04,"Oct","bepe","Bellis perennis","Asteraceae","Bellis","perennis",0.75,14,56.45
"753","9","w",2023-10-04,"Oct","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",3.7,14,56.45
"754","9","w",2023-10-04,"Oct","rabu","Ranunculus bulbosus","Ranunculaceae","Ranunculus","bulbosus",0.25,14,56.45
"755","9","w",2023-10-04,"Oct","libi","Linum bienne","Linaceae","Linum","bienne",0.25,14,56.45
"756","9","wp",2023-10-04,"Oct","mean","Mercurialis annua","Euphorbiaceae","Mercurialis","annua",0.25,15,65.375
"757","9","wp",2023-10-04,"Oct","ch","Chenopodium sp","Amaranthaceae","Chenopodium",NA,0.5,15,65.375
"758","9","wp",2023-10-04,"Oct","melu","Medicago lupulina","Fabaceae","Medicago","lupulina",1,15,65.375
"759","9","wp",2023-10-04,"Oct","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",1,15,65.375
"760","9","wp",2023-10-04,"Oct","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",10,15,65.375
"761","9","wp",2023-10-04,"Oct","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",11,15,65.375
"762","9","wp",2023-10-04,"Oct","to","Torilis sp","Apieaceae","Torilis","sp",0.125,15,65.375
"763","9","wp",2023-10-04,"Oct","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",1.25,15,65.375
"764","9","wp",2023-10-04,"Oct","lyar","Lysimachia arvensis","Primulaceae","Lysimachia","arvensis",2.5,15,65.375
"765","9","wp",2023-10-04,"Oct","bepe","Bellis perennis","Asteraceae","Bellis","perennis",0.25,15,65.375
"766","9","wp",2023-10-04,"Oct","elre","Elymus repens","Poaceae","Elymus","repens",24,15,65.375
"767","9","wp",2023-10-04,"Oct","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",3.5,15,65.375
"768","9","wp",2023-10-04,"Oct","mear","Medicago arabica","Fabaceae","Medicago","arabica",1.5,15,65.375
"769","9","wp",2023-10-04,"Oct","vepe","Veronica persica","Plantaginaceae","Veronica","persica",4.5,15,65.375
"770","9","wp",2023-10-04,"Oct","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",4,15,65.375
